ConceptID,ConceptLabel,Dependencies,TaxonomyID
96,Permanent Life Insurance,94,7
97,Long-Term Care Insurance,72|73,7
98,Disability Insurance,72|73,7
99,Compound Interest,26,8
100,Risk-Return Relationship,1,1
101,Time Value of Money,26|99,1
102,Diversification,72,6
103,Asset Allocation,102,8
104,Dollar-Cost Averaging,1,1
105,Investment Strategies,100|101|102|103|104,1
106,Bonds,1,9
107,Stocks,1,9
108,ETFs,106|107,9
109,Mutual Funds,106|107,9
110,Index Funds,108|109,9
111,REITs,1,10
112,Options,107,9
113,Futures,107,9
114,Cryptocurrencies,1,9
115,Private Equity,1,9
116,Commodities,1,9
117,Collectibles,1,9
118,International Markets,107,9
119,Emerging Markets,107|118,9
120,Market Indices,107,9
121,Market Cycles,107|120,9
122,Economic Indicators,1,9
123,Market Psychology,107|121,9
124,Inflation,1,1
125,Deflation,124,1
126,Purchasing Power,124|125,1
127,Monetary Policy,124|125|126,1
128,Fiscal Policy,124|125|126,1
129,Federal Reserve,127,1
130,Economic Growth,124|127|128|129,1
131,Recession,130,1
132,Globalization,130,1
133,Geopolitical Risks,118|119|132,6
134,IRA Accounts,68,10
135,Employer Retirement Plans,68,10
136,Individual Retirement Accounts,68|134,10
137,Social Security,1,1
138,Retirement Income Strategies,134|135|136|137,10
139,Required Minimum Distributions,134|135|136,10
140,Retirement Income Planning,137|138|139,10
141,Healthcare in Retirement,80|82|140,10
142,Estate Planning,1,10
143,Estate Planning Basics,142,10
144,Marriage & Finances,1,11
145,Children & Financial Planning,1,11
146,College Funding,145,11
147,First Job Financial Decisions,1,1
148,Financial Independence,3|4,1
149,Financial Planning Tools,1|7,1
150,Net Worth,8,1
151,Financial Ratios,8|9|10|150,1
152,Financial Health Metrics,151,1
153,Opportunity Cost,1,1
154,Liquidity,8|150,1
155,Solvency,8|150,1
156,Discretionary Income,9|10|11|12,1
157,Income Statement,9|11|12,1
158,Financial Projections,9|10|11|12|157,1
159,Financial Software,17|149,1
160,Banking Regulations,18,1
161,FDIC Insurance,18|19,1
162,NCUA Insurance,20,1
163,Wire Transfers,18|27,2
164,ACH Transfers,18|27,2
165,Currency Exchange,18,1
166,Credit Limit,32|39,3
167,APR,26|39|40,1
168,APY,26|23|24,1
169,Debt-to-Income Ratio,40|41|151|156,1
170,Loan-to-Value Ratio,45|51|151,1
171,Principal Balance,41|45|46|49|51,1
172,Amortization,41|45|46|49|51|171,1
173,Down Payment,45|51,1
174,Points (Mortgage),51|52,1
175,Pre-approval,45|51,1
176,Underwriting,45|46|49|51,1
177,Tax Withholding,59|60,5
178,Tax Refund,59|177,5
179,Tax Forms,59|63|64|65|66|67,5
180,Life Insurance Needs Analysis,72|94,1
181,Beneficiary,94|135|136|142,1
182,Insurance Riders,73|74|87|91|94,1
183,Actuary,73|77,1
184,Premium-to-Income Ratio,77|151|156,1
185,Financial Risk Tolerance,72,1
186,Investment Risk Tolerance,72|102|185,1
187,Fixed Income,106,1
188,Equity,107,1
189,Capital Gain,107|108|109|110|114|115|116|117,1
190,Dividend,107|109|111,1
191,Yield,106|190,1
192,Total Return,189|190,1
193,Portfolio Rebalancing,103|186,1
194,Financial Advisor,1|7|149,1
195,Fiduciary,194,1
196,Fee-Only Advisor,194|195,1
197,Fee-Based Advisor,194|195,1
198,Robo-Advisor,17|194,1
199,Financial Planner,194,1
200,Certified Financial Planner,199,1
